frame,seconds,phase,engine_frame_ms,COO.ZoneRenderer.LateUpdate,COO.Input.Update,Main Thread,GC Allocated In Frame,Draw Calls Count,Triangles Count,SetPass Calls Count,Render Textures Count,Render Textures Bytes,Texture Memory,GPU Frame Time
153,0.436624,idle,2.453245,861375,10917,2472416,29357,140,7879,150,43,177562876,286778457,728999
154,0.439434,idle,2.820082,836916,7833,2766500,29293,140,7879,150,43,177562876,286778457,715291
155,0.442666,idle,3.121755,825834,7500,3092333,29421,140,7879,150,43,177562876,286778457,707125
156,0.445129,idle,2.518119,902125,10250,2608750,29357,140,7879,150,43,177562876,286778457,729000
157,0.447914,idle,2.783964,881084,8666,2740625,29293,140,7879,150,43,177562876,286778457,713375
158,0.450992,idle,3.031292,868292,10375,2924334,29421,140,7879,150,43,177562876,286778457,709916
159,0.454159,idle,2.977204,891875,12625,3004459,29357,140,7879,150,43,177562876,286778457,728624
160,0.456985,idle,2.823795,1013750,19208,2942125,29293,140,7879,150,43,177562876,286778457,708124
161,0.460348,idle,3.423080,1070208,10542,3206291,29421,140,7879,150,43,177562876,286778457,715625
162,0.463957,idle,3.698753,964292,21916,3582833,29357,140,7879,150,43,177562876,286778457,1144499
163,0.467582,idle,3.602912,890750,15584,3748875,29293,140,7879,150,43,177562876,286778457,838333
164,0.472756,idle,4.538173,940875,13125,4127417,29421,140,7879,150,43,177562876,286778457,733874
165,0.477401,idle,5.274745,1410875,33833,5562750,29357,140,7879,150,43,177562876,286778457,782000
166,0.480696,idle,3.324880,918542,17167,3479833,29293,140,7879,150,43,177562876,286778457,805999
167,0.484143,idle,3.459162,917625,13167,3400875,29421,140,7879,150,43,177562876,286778457,1417166
168,0.486757,idle,2.721542,908500,14333,2851583,29357,140,7879,150,43,177562876,286778457,735083
169,0.490277,idle,3.016249,833458,10250,2738250,29293,140,7879,150,43,177562876,286778457,717541
170,0.493382,idle,3.540250,1141459,18083,3705334,29809,140,7879,150,43,177562876,286778457,726166
171,0.496403,idle,3.021209,875542,12834,3022459,29357,141,7881,150,43,177562876,286778457,740124
172,0.499324,idle,2.615795,879750,9583,2619833,29597,141,7881,150,43,177562876,286778457,1021874
173,0.502412,idle,3.336373,1173958,15917,3279042,29421,141,7881,150,43,177562876,286778457,722249
174,0.505673,idle,3.296209,915625,13500,3331916,29357,141,7881,150,43,177562876,286778457,845291
175,0.509373,idle,3.649291,902916,12458,3603167,29293,141,7881,150,43,177562876,286778457,728958
176,0.512688,idle,3.187295,905542,19708,3024541,29421,141,7881,150,43,177562876,286778457,727541
177,0.516002,idle,3.316412,964792,37375,3481500,29357,141,7881,150,43,177562876,286778457,722624
178,0.519104,idle,3.282589,1059417,15834,3264708,29293,141,7881,150,43,177562876,286778457,713124
179,0.522866,idle,3.540079,886958,13708,3385709,39797,141,7881,150,43,177562876,286778457,1234874
180,0.526269,idle,3.669629,976625,19709,3904875,37593,141,7881,150,43,177562876,286778457,725583
181,0.528757,idle,2.583999,865458,8792,2554833,29293,141,7881,150,43,177562876,286778457,717666
182,0.531767,idle,2.771542,802625,7375,2753750,29421,141,7881,150,43,177562876,286778457,76500
183,0.534899,idle,3.184248,983292,11333,3183250,29357,141,7881,150,43,177562876,286778457,1326750
184,0.538200,idle,3.312295,920375,11541,3215666,29293,141,7881,150,43,177562876,286778457,1449458
185,0.541480,idle,3.235998,901958,17542,3230625,29421,141,7881,150,43,177562876,286778457,713750
186,0.544189,idle,2.863209,929458,19584,3032458,29357,140,7879,150,43,177562876,286778457,744875
187,0.547053,idle,2.652204,846750,9250,2627708,29293,140,7879,150,43,177562876,286778457,1042958
188,0.550394,idle,3.484715,1037167,16625,3397250,29421,140,7879,150,43,177562876,286778457,843749
189,0.553400,idle,2.867078,863292,14917,2905959,29357,140,7879,150,43,177562876,286778457,724999
190,0.556712,idle,3.253713,986417,19084,3216625,29293,140,7879,150,43,177562876,286778457,1229124
191,0.560074,idle,3.466164,1025041,17000,3378792,29421,140,7879,150,43,177562876,286778457,719000
192,0.563213,idle,3.176169,942917,11000,3115708,29357,140,7879,150,43,177562876,286778457,727499
193,0.566233,idle,2.972704,910375,12625,3076625,29293,140,7879,150,43,177562876,286778457,717250
194,0.568953,idle,2.867127,977500,16167,2953750,29421,140,7879,150,43,177562876,286778457,725875
195,0.571837,idle,2.612791,852958,9500,2620083,29357,140,7879,150,43,177562876,286778457,1015249
196,0.575505,idle,3.795628,1131042,10292,3692375,29293,140,7879,150,43,177562876,286778457,851375
197,0.578451,idle,3.032455,946584,23125,3064209,29421,140,7879,150,43,177562876,286778457,729208
198,0.581934,idle,3.412500,898791,12167,3293583,29357,140,7879,150,43,177562876,286778457,1082999
199,0.584929,idle,3.054046,941917,14833,3192584,29293,140,7879,150,43,177562876,286778457,842666
200,0.588142,idle,3.227707,918167,11750,3112375,29421,140,7879,150,43,177562876,286778457,722875
201,0.591974,idle,3.843417,886667,13333,3233000,29357,140,7879,150,43,177562876,286778457,829249
202,0.594915,idle,2.920500,871583,12083,3633542,37453,140,7879,150,43,177562876,286778457,721749
203,0.598319,idle,3.250454,914917,11334,3198417,29421,140,7879,150,43,177562876,286778457,954249
204,0.601497,idle,3.277544,1046041,12417,3315250,29357,140,7879,150,43,177562876,286778457,861416
205,0.604953,idle,3.497917,909084,23750,3382333,29293,140,7879,150,43,177562876,286778457,1267374
206,0.608292,idle,3.275291,912500,11041,3141458,29473,140,7879,150,43,177562876,286778457,731249
207,0.611436,idle,3.103919,943125,21625,3360250,29357,140,7879,150,43,177562876,286778457,737458
208,0.614300,idle,3.100290,889541,12584,3109583,29681,140,7879,150,43,177562876,286778457,1007624
209,0.617454,idle,3.090668,825542,8584,3072125,29421,141,7881,150,43,177562876,286778457,866916
210,0.619944,idle,2.515455,857458,10709,2560250,29357,141,7881,150,43,177562876,286778457,731791
211,0.622646,idle,2.607710,863208,8667,2492375,29293,141,7881,150,43,177562876,286778457,715750
212,0.626050,idle,3.358503,927208,9917,3336167,29421,141,7881,150,43,177562876,286778457,711791
213,0.629177,idle,3.086168,938125,16000,3015666,29357,141,7881,150,43,177562876,286778457,728458
