phase,unityFrame,seconds,EnvSprites_ns,ZoneRenderer_ns,InputIdle_ns,MainThread_ns,GC_bytes
0,666,11.626829791000002,0,114125,42,16655375,157149
0,667,11.643505874999999,0,137083,0,16681417,157149
0,668,11.660105833,0,98083,41,16673209,157149
0,669,11.676747916,0,127167,0,16582875,170911
0,670,11.693481875,0,125167,0,16725500,157149
0,671,11.710074666,0,98750,41,16646291,157401
0,672,11.726731957999998,0,128583,41,16656625,143387
0,673,11.743375707999999,0,83958,0,16624083,158503
0,674,11.760041375000004,0,92084,41,16752750,170911
0,675,11.776750457999999,0,81500,0,16623333,157149
0,676,11.793486708,0,85708,42,16655292,157149
0,677,11.810168458000003,0,88541,42,16772083,143587
0,678,11.826853041000003,0,85000,83,16593000,157149
0,679,11.843358583,0,81208,42,16605750,157149
0,680,11.860052125,0,83167,42,16715417,170911
0,681,11.876738041,0,79959,42,16652667,157149
0,682,11.893587333000003,0,77208,0,16624209,158503
0,683,11.909983,0,89250,42,16632584,157401
0,684,11.926834916,0,85083,42,16872500,157149
0,685,11.943437290999999,0,76959,42,16476709,157149
0,686,11.959924041000004,0,82667,125,16399125,170911
0,687,11.976717832999999,0,116041,41,16913500,170911
0,688,11.993572375000003,0,83542,125,16743500,157149
0,689,12.010215875000004,0,83292,42,16637625,157349
0,690,12.026777333000002,0,83291,42,16635709,157149
0,691,12.043261291000004,0,82458,83,16513083,186027
0,692,12.060029791000002,0,100625,42,16774416,157149
0,693,12.07669425,0,125250,42,16676791,157149
0,694,12.093737999999998,0,87750,541,16666209,157149
0,695,12.110063999999998,0,96042,84,16655417,143639
0,696,12.126721665999998,0,82750,42,16659042,170911
0,697,12.143394416000003,0,78334,83,16653875,170911
0,698,12.160155958,0,81084,42,16653125,170911
0,699,12.176881333,0,86375,42,16677667,157149
0,700,12.193365333,0,85250,0,16527917,158503
0,701,12.210026457999998,0,91917,41,16774542,171111
0,702,12.226701041000002,0,90709,41,16673833,157149
0,703,12.243482125000003,0,79708,42,16660833,170911
0,704,12.260014833000003,0,85083,41,16678916,157149
0,705,12.276779333000004,0,77458,42,16647875,170911
0,706,12.29342325,0,79625,42,16656833,157149
0,707,12.310067790999998,0,80583,42,16660750,157401
0,708,12.326767125,0,82917,459,16575541,170911
0,709,12.343281583000003,0,115167,41,16601917,172265
0,710,12.360033750000003,0,84542,41,16801375,157149
0,711,12.376739291000003,0,75084,42,16619583,157149
0,712,12.393434708000004,0,86667,42,16687625,170911
0,713,12.410017499999999,0,78333,42,16685042,157349
0,714,12.426707083,0,76042,42,16667292,157149
0,715,12.443438208,0,73834,42,16554083,157149
0,716,12.460496541000001,0,105916,0,17044875,157149
0,717,12.477028375,0,77584,42,16463083,143387
0,718,12.492898125,0,83250,41,15944958,158503
0,719,12.510254208000003,0,84208,42,17327875,157401
0,720,12.529183458000002,0,91292,0,18968500,143387
0,721,12.540422625000001,0,82375,0,11454541,198435
0,722,12.556774541,0,66958,0,16378042,349817
0,723,12.573670375000003,0,79625,42,16899333,528723
0,724,12.590090958000001,0,74666,41,16393792,528723
0,725,12.606743833,0,72042,42,16698125,528923
0,726,12.623518624999999,0,83625,42,16795958,528723
0,727,12.640085958000004,0,77458,42,16594292,516315
0,728,12.656903832999998,0,74333,42,16693292,528723
0,729,12.673476832999999,0,81708,41,16505917,528723
0,730,12.689965791000002,0,95833,0,16590416,542485
0,731,12.706775916000002,0,74083,42,16779042,528975
0,732,12.723452124999998,0,82916,41,16690875,528723
0,733,12.740140624999999,0,87250,83,16705916,542485
0,734,12.756937416000003,0,73125,0,16795375,542485
0,735,12.773749916000003,0,73291,41,16798750,528723
0,736,12.790399208,0,75167,0,16597584,475029
0,737,12.806849125000003,0,70500,41,16475541,473875
0,738,12.823420583000004,0,79334,41,16597875,528723
0,739,12.840090874999998,0,75500,42,16593625,528723
0,740,12.856871291000001,0,73459,42,16806416,542485
0,741,12.873439666,0,78875,42,16584000,542485
0,742,12.890255540999998,0,74334,42,16798583,542485
0,743,12.906635750000003,0,73041,0,16393167,528975
0,744,12.923536916,0,74875,41,16892000,542485
0,745,12.939923500000003,0,73333,83,16410167,530077
0,746,12.957048333,0,74166,0,17088208,556247
0,747,12.973611958000003,0,74792,0,16576417,528723
0,748,12.990052041000002,0,74292,42,16403625,542485
0,749,13.006721166000002,0,77709,42,16699416,542685
0,750,13.023399666,0,76000,0,16685916,542485
0,751,13.039984749999999,0,69542,41,16613334,542485
