frame,seconds,phase,engine_frame_ms,COO.ZoneRenderer.LateUpdate,COO.Input.Update,Main Thread,GC Allocated In Frame,Draw Calls Count,Triangles Count,SetPass Calls Count,Render Textures Count,Render Textures Bytes,Texture Memory,GPU Frame Time
117,0.382182,idle,2.848335,847458,16916,2934750,29293,216,583705,60,45,197105184,284262122,1407291
118,0.385601,idle,3.421953,904875,8834,3172375,29809,216,583705,60,45,197105184,284262122,1389874
119,0.388698,idle,3.116043,873291,12000,3237333,29357,217,583707,60,45,197105184,284262122,1419499
120,0.391986,idle,3.253791,889833,11916,3316542,29293,217,583707,60,45,197105184,284262122,1553458
121,0.395158,idle,3.292333,912042,16458,3186625,29421,216,583705,60,45,197105184,284262122,1383999
122,0.398099,idle,2.905959,848958,11000,2951250,29357,216,583705,60,45,197105184,284262122,1392500
123,0.401280,idle,3.143502,862000,10584,3060917,29293,216,583705,60,45,197105184,284262122,1347625
124,0.404420,idle,3.227416,895750,12583,3238542,29421,216,583705,60,45,197105184,284262122,1390250
125,0.407481,idle,2.881831,842708,10000,2984083,29357,215,583703,60,45,197105184,284262122,1560541
126,0.410777,idle,3.421542,898583,10041,3247791,29293,215,583703,60,45,197105184,284262122,1395083
127,0.413763,idle,3.017751,876750,11250,3142333,29421,215,583703,60,45,197105184,284262122,1400375
128,0.416992,idle,3.158836,841083,10833,3136250,29357,215,583703,60,45,197105184,284262122,1557124
129,0.420016,idle,3.035913,902625,11125,3079667,29293,215,583703,60,45,197105184,284262122,1395458
130,0.423004,idle,3.081881,890416,12250,3002709,29421,215,583703,60,45,197105184,284262122,1377333
131,0.426192,idle,2.930166,838208,10083,3006250,29357,215,583703,60,45,197105184,284262122,1365625
132,0.429254,idle,3.230208,895792,13833,3206375,29293,215,583703,60,45,197105184,284262122,1395208
133,0.432198,idle,2.949249,848291,14625,2944416,29421,215,583703,60,45,197105184,284262122,1371624
134,0.435327,idle,3.182412,881916,10292,3062209,29357,215,583703,60,45,197105184,284262122,1366249
135,0.438210,idle,2.833333,848167,10916,2989250,29293,215,583703,60,45,197105184,284262122,1405958
136,0.441478,idle,3.268502,882458,12209,3172333,29421,215,583703,60,45,197105184,284262122,1545749
137,0.444568,idle,3.116624,862417,9917,3194000,29357,215,583703,60,45,197105184,284262122,1411916
138,0.447538,idle,2.831838,834750,16125,2827583,29293,215,583703,60,45,197105184,284262122,1393125
139,0.451015,idle,3.470245,869666,19208,3375791,29421,215,583703,60,45,197105184,284262122,1570708
140,0.454231,idle,3.334921,973125,13083,3313875,29409,215,583703,60,45,197105184,284262122,1388291
141,0.457265,idle,3.000248,879959,10292,3100375,29293,215,583703,60,45,197105184,284262122,1412375
142,0.460791,idle,3.609332,878375,18292,3466959,29421,215,583703,60,45,197105184,284262122,1361125
143,0.463836,idle,3.036373,843292,10542,3065625,29357,215,583703,60,45,197105184,284262122,1400499
144,0.467196,idle,3.211423,843125,11083,3149041,29293,215,583703,60,45,197105184,284262122,1556375
145,0.471583,idle,4.555789,921250,11125,4602500,39797,215,583703,60,45,197105184,284262122,1394874
146,0.475275,idle,3.618835,822459,12125,3699667,37593,215,583703,60,45,197105184,284262122,1398166
147,0.478326,idle,3.060119,897583,10458,3057208,29293,215,583703,60,45,197105184,284262122,1373125
148,0.481219,idle,2.959666,859666,18167,2948250,29421,215,583703,60,45,197105184,284262122,918250
149,0.484286,idle,2.877919,822333,10292,2929708,29357,215,583703,60,45,197105184,284262122,1619041
150,0.487433,idle,3.184417,953584,13375,3112042,29293,215,583703,60,45,197105184,284262122,2021625
151,0.490754,idle,3.356874,861833,15833,3277833,29421,215,583703,60,45,197105184,284262122,1378500
152,0.494245,idle,3.570125,941000,12000,3523791,29357,215,583703,60,45,197105184,284262122,1374999
153,0.497334,idle,3.031250,874334,10542,3105875,29293,215,583703,60,45,197105184,284262122,1395041
154,0.500508,idle,3.186458,867375,17042,3177042,29421,215,583703,60,45,197105184,284262122,1564625
155,0.503608,idle,3.073292,907083,10667,3098167,29357,215,583703,60,45,197105184,284262122,1394083
156,0.506577,idle,2.921542,857917,14416,2983959,29681,215,583703,60,45,197105184,284262122,1395249
157,0.509597,idle,3.014045,855916,11417,2977791,29421,216,583705,60,45,197105184,284262122,1355750
158,0.512613,idle,3.108078,876416,18333,3092625,29357,216,583705,60,45,197105184,284262122,1399958
159,0.515582,idle,3.004209,844334,17208,3039917,29293,216,583705,60,45,197105184,284262122,1588833
160,0.518808,idle,3.265087,828584,13458,3137584,29421,216,583705,60,45,197105184,284262122,1400291
161,0.521861,idle,3.009205,828208,11667,3024833,29357,216,583705,60,45,197105184,284262122,1408833
162,0.524942,idle,3.067630,839500,11875,3061250,29293,216,583705,60,45,197105184,284262122,1564249
163,0.528128,idle,3.223873,822375,9667,3225541,29421,216,583705,60,45,197105184,284262122,1388333
164,0.531031,idle,2.905832,825709,11834,2966875,29357,216,583705,60,45,197105184,284262122,1409625
165,0.534176,idle,3.039916,814750,15166,3029208,29293,216,583705,60,45,197105184,284262122,1422874
166,0.537148,idle,3.095040,899959,10042,3092167,29421,216,583705,60,45,197105184,284262122,1398499
167,0.540043,idle,2.883999,797292,16417,2922333,29357,216,583705,60,45,197105184,284262122,1391249
168,0.543149,idle,2.931002,813167,14959,2857542,29293,216,583705,60,45,197105184,284262122,1368208
169,0.546739,idle,3.705421,887333,15333,3629667,29421,216,583705,60,45,197105184,284262122,1382375
170,0.549705,idle,3.017163,792083,10833,3082750,29357,216,583705,60,45,197105184,284262122,1533500
171,0.553012,idle,3.206122,813083,11666,3193292,29293,216,583705,60,45,197105184,284262122,1708916
172,0.556153,idle,3.296584,899125,14458,3239459,29421,216,583705,60,45,197105184,284262122,1392624
173,0.559361,idle,3.045380,797000,9959,3063250,29357,216,583705,60,45,197105184,284262122,1381249
174,0.562401,idle,3.138372,893667,14166,3189208,29293,216,583705,60,45,197105184,284262122,1427666
175,0.566063,idle,2.952459,815958,15458,2910250,29421,216,583705,60,45,197105184,284262122,1388499
176,0.569451,idle,4.098540,1463542,10750,3980333,29357,216,583705,60,45,197105184,284262122,1357625
177,0.572483,idle,2.977168,860000,10958,3135917,29293,216,583705,60,45,197105184,284262122,1395458
178,0.575796,idle,3.322626,865709,15667,3215208,29421,216,583705,60,45,197105184,284262122,1563291
179,0.578832,idle,3.044246,885250,11666,3119083,29357,216,583705,60,45,197105184,284262122,1389916
180,0.581727,idle,2.909963,866833,15166,2934958,29293,216,583705,60,45,197105184,284262122,1399375
181,0.584895,idle,3.052416,848125,15042,2954375,29421,216,583705,60,45,197105184,284262122,1388374
182,0.588034,idle,3.280329,874792,12333,3202250,29357,216,583705,60,45,197105184,284262122,1394416
183,0.590923,idle,2.809084,844958,10500,2952708,29293,216,583705,60,45,197105184,284262122,1567000
184,0.594162,idle,3.332547,908208,14958,3141708,29421,215,583703,60,45,197105184,284262122,1414375
185,0.597148,idle,2.939952,843042,11167,3138083,29357,215,583703,60,45,197105184,284262122,1403916
186,0.600165,idle,3.024256,830375,14833,3051792,29293,215,583703,60,45,197105184,284262122,1435125
187,0.603193,idle,3.069041,840750,14375,2971958,29421,215,583703,60,45,197105184,284262122,1388374
188,0.606053,idle,2.766957,824583,11250,2830042,29357,215,583703,60,45,197105184,284262122,1394874
189,0.609116,idle,3.082249,817750,11125,3101292,29293,215,583703,60,45,197105184,284262122,1353375
190,0.612197,idle,3.146790,856958,17834,3061292,29421,215,583703,60,45,197105184,284262122,1382041
191,0.615065,idle,2.842290,827750,11958,2938834,29357,215,583703,60,45,197105184,284262122,1380791
192,0.618420,idle,3.342085,845250,15709,2973417,29293,215,583703,60,45,197105184,284262122,1387583
193,0.622751,idle,3.876665,859667,10292,4211292,39797,215,583703,60,45,197105184,284262122,1386750
194,0.626730,idle,4.183503,1270083,10667,4153458,38029,215,583703,60,45,197105184,284262122,1545416
195,0.630459,idle,4.018041,914791,16041,3989209,37529,216,583705,60,45,197105184,284262122,1459208
196,0.633756,idle,3.201205,854750,10667,3132167,29421,216,583705,60,45,197105184,284262122,823791
197,0.636874,idle,3.167042,923458,11583,3168084,29357,216,583705,60,45,197105184,284262122,1423916
198,0.640215,idle,3.352714,873166,12416,3380083,29293,216,583705,60,45,197105184,284262122,1553291
199,0.643591,idle,3.346500,852417,12083,3188458,29421,216,583705,60,45,197105184,284262122,2024083
200,0.646845,idle,3.235792,882458,10875,3353916,29357,216,583705,60,45,197105184,284262122,1381333
201,0.649926,idle,3.136997,832583,10417,3145208,29293,216,583705,60,45,197105184,284262122,1624916
202,0.653202,idle,3.290625,853959,11458,3210583,29421,216,583705,60,45,197105184,284262122,1495125
203,0.656256,idle,3.029082,857625,11791,3102917,29409,216,583705,60,45,197105184,284262122,1394125
204,0.659357,idle,2.978125,859958,10584,3078959,29293,216,583705,60,45,197105184,284262122,1370250
205,0.662565,idle,3.360374,930750,14041,3204292,29421,216,583705,60,45,197105184,284262122,1370000
206,0.665598,idle,2.861047,838250,11667,2984500,29357,216,583705,60,45,197105184,284262122,1397375
207,0.668909,idle,3.409998,900750,10541,3295583,29293,216,583705,60,45,197105184,284262122,1373916
208,0.671871,idle,3.044041,866500,18750,3086125,29421,216,583705,60,45,197105184,284262122,1388374
209,0.674798,idle,2.879252,829417,11750,2928375,29357,216,583705,60,45,197105184,284262122,1571458
210,0.677994,idle,3.157037,850583,16500,3093042,29293,216,583705,60,45,197105184,284262122,1401375
211,0.681033,idle,3.158170,870250,16584,3111000,29421,216,583705,60,45,197105184,284262122,1385458
212,0.684070,idle,2.907122,827250,10958,2988250,29357,216,583705,60,45,197105184,284262122,1349666
213,0.687446,idle,3.322796,897792,10917,3303042,29293,216,583705,60,45,197105184,284262122,1396416
214,0.690570,idle,3.149709,876000,10708,3149542,29421,216,583705,60,45,197105184,284262122,1367999
215,0.694099,idle,3.620203,926625,11958,3436875,29357,216,583705,60,45,197105184,284262122,1361958
216,0.697218,idle,3.099376,850042,13250,3258334,29485,216,583705,60,45,197105184,284262122,1397791
217,0.700593,idle,3.352296,837459,18916,3299375,29421,216,583705,60,45,197105184,284262122,1556374
218,0.703817,idle,3.281583,898458,12000,3253000,29357,216,583705,60,45,197105184,284262122,1402999
219,0.707100,idle,3.120706,847125,12000,3155083,29293,216,583705,60,45,197105184,284262122,1398625
220,0.710521,idle,3.601290,897209,11292,3518375,29421,216,583705,60,45,197105184,284262122,1362749
221,0.713570,idle,2.981172,843917,11917,3083166,29357,216,583705,60,45,197105184,284262122,1401208
222,0.716686,idle,3.129287,867417,18833,3146500,29293,216,583705,60,45,197105184,284262122,1567125
223,0.719880,idle,3.260084,857667,11750,3133792,29421,216,583705,60,45,197105184,284262122,1384124
224,0.722776,idle,2.847003,816750,11958,2997083,29357,216,583705,60,45,197105184,284262122,1385541
225,0.726179,idle,3.300581,823917,18125,3225125,29293,216,583705,60,45,197105184,284262122,1362624
226,0.729213,idle,3.172917,827667,11916,3150875,29421,216,583705,60,45,197105184,284262122,1378250
227,0.732290,idle,2.984956,802417,11375,2964333,29357,216,583705,60,45,197105184,284262122,1410916
228,0.735607,idle,3.420961,900792,11083,3358625,29293,216,583705,60,45,197105184,284262122,1393500
229,0.738628,idle,3.056165,829333,11083,3140208,29421,216,583705,60,45,197105184,284262122,1401833
230,0.741643,idle,2.920585,786209,10167,2938958,29357,216,583705,60,45,197105184,284262122,1562249
231,0.744877,idle,3.113457,840667,13542,3061959,29293,216,583705,60,45,197105184,284262122,1397249
232,0.747905,idle,3.252041,818875,12959,3239875,29809,216,583705,60,45,197105184,284262122,1387791
233,0.751128,idle,3.017666,797792,11042,3072416,29357,217,583707,60,45,197105184,284262122,1367374
234,0.754357,idle,3.330003,898792,12792,3306583,29293,217,583707,60,45,197105184,284262122,1390958
235,0.757712,idle,3.315419,855625,13834,3213417,29421,217,583707,60,45,197105184,284262122,1377291
236,0.761167,idle,3.522414,887792,11708,3475750,29357,217,583707,60,45,197105184,284262122,1376375
237,0.764287,idle,3.034212,854583,11416,3191416,29293,217,583707,60,45,197105184,284262122,1404374
238,0.768037,idle,3.736373,877708,18167,3541709,29421,217,583707,60,45,197105184,284262122,1607125
239,0.771327,idle,3.453040,839708,13083,3352375,29357,217,583707,60,45,197105184,284262122,1415624
240,0.775217,idle,3.797789,799417,9833,4097958,39669,217,583707,60,45,197105184,284262122,1406208
241,0.778992,idle,3.801502,862500,10167,3786792,37657,217,583707,60,45,197105184,284262122,1374999
242,0.782084,idle,2.971414,851250,11750,3029334,29357,217,583707,60,45,197105184,284262122,1410374
243,0.785829,idle,3.721507,938416,14167,3515250,29293,217,583707,60,45,197105184,284262122,1003833
244,0.789173,idle,3.528493,903084,13208,3520416,29421,217,583707,60,45,197105184,284262122,1506875
245,0.792459,idle,3.112961,824791,11208,3206083,29357,217,583707,60,45,197105184,284262122,2193749
246,0.795700,idle,3.370252,954958,12625,3308000,29293,217,583707,60,45,197105184,284262122,1415125
247,0.798726,idle,3.008496,848917,11916,3022959,29421,217,583707,60,45,197105184,284262122,1371624
248,0.802187,idle,3.477877,902459,10291,3324084,29357,217,583707,60,45,197105184,284262122,1368458
249,0.805436,idle,3.145082,847708,11833,3346292,29293,217,583707,60,45,197105184,284262122,1407874
250,0.808807,idle,3.391709,838125,11291,3297458,29421,217,583707,60,45,197105184,284262122,1580791
251,0.812231,idle,3.535211,936125,12959,3477084,29357,217,583707,60,45,197105184,284262122,1445750
252,0.815185,idle,2.900623,834542,10625,3058000,29293,217,583707,60,45,197105184,284262122,1401666
253,0.818499,idle,3.311706,856333,16584,3109500,29421,217,583707,60,45,197105184,284262122,1367208
254,0.821603,idle,3.128501,860000,12458,3257708,29357,217,583707,60,45,197105184,284262122,1384500
255,0.824689,idle,2.960877,847167,10417,2900917,29293,217,583707,60,45,197105184,284262122,1562874
256,0.828000,idle,3.402664,905167,20041,3426416,29421,217,583707,60,45,197105184,284262122,1523250
257,0.831111,idle,3.127501,815666,10708,3155250,29357,217,583707,60,45,197105184,284262122,1389874
258,0.834383,idle,3.185374,869209,12833,3180542,29293,217,583707,60,45,197105184,284262122,1460958
259,0.837694,idle,3.378295,876708,21709,3227500,29421,217,583707,60,45,197105184,284262122,1361166
260,0.841113,idle,3.342333,894875,12334,3462125,29357,216,583705,60,45,197105184,284262122,1390499
261,0.844439,idle,3.428706,943750,11292,3384917,29293,216,583705,60,45,197105184,284262122,1376375
262,0.847799,idle,3.227459,866917,12833,3145708,29421,216,583705,60,45,197105184,284262122,1394874
263,0.851503,idle,3.854748,900167,12083,3860000,29357,216,583705,60,45,197105184,284262122,1566458
